Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
21,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1936,0,1,0,50,Referral,16,1,3,3,1,14,740,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Agent,25,0,5,2,2,99,732,-50,Suburban,50
42,0,Single,0,<1 year,100,1,High,200,Liability-Only,-200,2250,1,1,0,100,Agent,3,1,7,1,1,5,690,50,Suburban,50
40,0,Widowed,0,1-5 years,50,2,Medium,200,Full Coverage,0,2450,0,0,0,0,Online,30,0,2,2,1,99,747,-50,Urban,100
42,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,20,1,6,2,2,7,742,-50,Urban,100
43,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,1,100,Referral,14,0,8,2,3,99,691,50,Suburban,50
36,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2150,0,0,0,0,Online,27,0,3,3,2,99,673,50,Rural,0
62,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Agent,12,0,5,2,3,99,666,50,Suburban,50
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Referral,22,1,7,3,3,8,736,-50,Rural,0
27,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2336,0,0,0,0,Online,25,1,3,3,1,7,733,-50,Suburban,50
38,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2486,0,0,0,0,Agent,23,1,7,4,2,1,688,50,Suburban,50
18,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2536,0,0,0,0,Online,26,0,3,1,1,99,666,50,Urban,100
37,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,26,0,7,1,2,99,726,-50,Urban,100
64,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,1,1,0,100,Online,29,1,4,0,2,5,734,-50,Urban,100
40,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,1,50,Agent,18,0,3,2,3,99,708,-50,Urban,100
43,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1936,1,1,1,150,Online,20,1,5,1,3,4,751,-50,Urban,100
21,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2036,1,0,0,50,Online,18,1,3,1,1,11,678,50,Rural,0
30,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,0,50,Online,14,0,5,3,1,99,735,-50,Rural,0
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,0,1,0,50,Online,2,1,2,4,1,7,701,-50,Rural,0
35,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,0,0,50,Agent,10,1,6,0,3,14,722,-50,Urban,100
59,1,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2200,0,0,0,0,Agent,19,0,6,3,1,99,732,-50,Suburban,50
48,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,0,0,0,0,Agent,27,0,4,1,3,99,753,-50,Rural,0
23,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,7,1,9,1,3,8,788,-50,Urban,100
43,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Referral,11,1,5,2,2,13,737,-50,Urban,100
47,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,8,0,2,1,2,99,686,50,Rural,0
57,1,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,1,0,50,Online,8,1,3,4,1,5,631,50,Urban,100
63,1,Divorced,0,<1 year,100,2,Low,100,Full Coverage,0,2350,1,1,0,100,Online,4,1,2,3,1,2,632,50,Suburban,50
24,0,Married,86,<1 year,100,3,High,600,Full Coverage,0,2836,1,0,0,50,Online,23,1,5,1,1,5,715,-50,Rural,0
27,0,Single,0,<1 year,100,1,High,200,Full Coverage,0,2550,0,1,0,50,Online,23,1,2,1,1,10,686,50,Urban,100
21,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Online,12,1,5,1,2,7,669,50,Urban,100
36,0,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2186,0,1,0,50,Online,6,1,6,6,2,10,766,-50,Urban,100
46,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2250,0,0,0,0,Agent,25,1,10,1,1,7,617,50,Urban,100
54,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2436,0,0,0,0,Agent,12,0,6,0,1,99,625,50,Urban,100
38,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,0,0,50,Online,17,1,8,3,2,8,665,50,Rural,0
35,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,1,0,1,100,Agent,13,1,5,4,2,7,756,-50,Urban,100
42,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2386,1,0,0,50,Online,21,0,1,3,1,99,745,-50,Urban,100
27,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,6,1,6,1,1,13,634,50,Urban,100
71,1,Single,0,<1 year,100,2,Low,100,Full Coverage,0,2350,0,1,0,50,Online,30,1,4,2,1,1,732,-50,Urban,100
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,27,1,4,2,1,3,701,-50,Suburban,50
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,2,0,3,1,1,99,666,50,Rural,0
70,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,6,1,3,1,2,8,717,-50,Urban,100
40,0,Widowed,0,<1 year,100,0,Medium,0,Liability-Only,-200,2100,1,1,0,100,Online,3,1,6,1,3,1,683,50,Urban,100
37,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Agent,9,0,3,2,3,99,758,-50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,1,0,0,50,Online,20,1,10,2,1,12,735,-50,Urban,100
37,0,Divorced,0,>5 years,0,1,Low,50,Full Coverage,0,2150,0,0,0,0,Referral,23,1,4,2,3,7,716,-50,Rural,0
60,1,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,1,0,50,Agent,20,0,9,3,3,99,676,50,Suburban,50
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Online,1,1,8,4,3,2,676,50,Urban,100
63,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,15,0,6,0,2,99,729,-50,Urban,100
18,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2536,0,0,0,0,Agent,29,0,6,2,2,99,696,50,Urban,100
36,0,Divorced,0,>5 years,0,1,Medium,100,Full Coverage,0,2250,0,0,0,0,Online,27,1,1,2,2,4,719,-50,Suburban,50
33,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,1,1,4,1,1,6,788,-50,Suburban,50
48,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Referral,13,1,1,0,1,11,756,-50,Urban,100
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Agent,3,1,6,5,3,5,743,-50,Urban,100
46,0,Divorced,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,1,0,0,50,Referral,1,0,5,1,1,99,641,50,Rural,0
70,1,Married,86,>5 years,0,0,High,0,Full Coverage,0,2336,1,0,0,50,Agent,20,1,0,3,1,11,700,50,Urban,100
19,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,8,1,7,1,1,13,739,-50,Suburban,50
42,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,26,0,6,6,1,99,734,-50,Urban,100
30,0,Single,0,1-5 years,50,2,Medium,200,Full Coverage,0,2350,0,0,0,0,Online,26,1,2,2,3,10,775,-50,Rural,0
46,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,12,0,6,1,2,99,695,50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Referral,6,1,4,4,1,10,678,50,Suburban,50
30,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,0,50,Online,22,0,6,1,2,99,712,-50,Rural,0
47,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1986,1,0,0,50,Agent,18,0,5,2,2,99,711,-50,Rural,0
67,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,0,0,Agent,9,1,5,2,3,2,734,-50,Suburban,50
37,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2336,0,0,0,0,Online,24,0,9,3,1,99,741,-50,Suburban,50
50,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,0,0,Agent,23,1,6,2,3,2,739,-50,Rural,0
20,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,1,0,50,Referral,4,0,4,1,1,99,678,50,Urban,100
25,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,0,50,Agent,20,1,6,2,1,14,709,-50,Rural,0
47,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,10,1,5,2,2,10,719,-50,Urban,100
62,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Referral,10,1,2,3,3,13,668,50,Rural,0
45,0,Single,0,1-5 years,50,2,Medium,200,Full Coverage,0,2400,1,0,0,50,Online,20,0,2,4,1,99,700,50,Rural,0
35,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2236,0,0,0,0,Online,25,1,3,0,1,7,713,-50,Urban,100
39,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,13,0,1,0,3,99,762,-50,Urban,100
21,0,Single,0,1-5 years,50,3,Low,150,Liability-Only,-200,2100,0,1,0,50,Online,15,1,4,2,1,1,712,-50,Suburban,50
49,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Agent,9,0,5,3,2,99,686,50,Rural,0
53,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,9,1,2,2,3,11,821,-50,Urban,100
33,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,21,1,2,0,2,11,700,50,Rural,0
32,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,9,1,4,2,1,5,730,-50,Suburban,50
43,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2236,0,1,0,50,Online,17,1,2,2,1,5,791,-50,Suburban,50
33,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Referral,24,0,7,0,3,99,720,-50,Suburban,50
39,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2050,0,1,0,50,Agent,4,1,3,1,1,3,775,-50,Rural,0
71,1,Married,86,1-5 years,50,1,Medium,100,Liability-Only,-200,2336,0,0,0,0,Agent,5,1,8,1,2,7,561,50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,1,0,0,50,Online,13,0,12,2,3,99,715,-50,Urban,100
34,0,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,24,0,2,5,3,99,795,-50,Rural,0
30,0,Widowed,0,>5 years,0,0,High,0,Liability-Only,-200,2050,0,0,0,0,Agent,14,0,7,3,1,99,642,50,Suburban,50
51,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Referral,8,0,6,2,1,99,653,50,Urban,100
37,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,17,0,9,1,1,99,714,-50,Urban,100
30,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,27,1,3,3,3,2,737,-50,Rural,0
59,1,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,29,1,3,1,3,5,802,-50,Urban,100
61,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2436,0,0,0,0,Agent,10,1,5,2,2,4,689,50,Suburban,50
30,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,1,100,Online,21,0,7,0,3,99,716,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,30,0,9,2,3,99,751,-50,Urban,100
55,1,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2336,1,0,0,50,Online,18,0,4,3,2,99,718,-50,Suburban,50
29,0,Married,86,1-5 years,50,1,High,200,Liability-Only,-200,2336,1,1,0,100,Agent,14,1,4,3,2,12,630,50,Urban,100
51,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,8,0,0,0,3,99,648,50,Urban,100
18,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,8,1,2,2,3,11,641,50,Rural,0
53,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,26,1,0,1,1,14,677,50,Urban,100
21,0,Married,86,<1 year,100,1,Medium,100,Full Coverage,0,2486,1,0,0,50,Online,18,0,5,1,1,99,700,50,Suburban,50
50,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,1,0,50,Agent,13,1,3,1,2,12,731,-50,Urban,100
40,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Online,29,1,2,1,2,7,766,-50,Urban,100
25,0,Divorced,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,1,0,0,50,Referral,28,1,5,0,2,12,756,-50,Urban,100
33,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Referral,16,0,4,3,1,99,811,-50,Suburban,50
50,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Agent,30,1,4,3,2,3,782,-50,Urban,100
41,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Referral,20,0,3,6,1,99,693,50,Rural,0
48,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,1,0,0,50,Agent,18,1,4,3,3,7,692,50,Suburban,50
69,1,Married,86,>5 years,0,0,High,0,Full Coverage,0,2286,0,0,0,0,Online,4,1,12,0,1,3,697,50,Rural,0
18,0,Single,0,<1 year,100,2,Low,100,Full Coverage,0,2450,0,1,0,50,Agent,27,0,5,3,1,99,682,50,Urban,100
64,1,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,0,1,0,50,Online,4,0,3,1,2,99,720,-50,Suburban,50
41,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2050,0,1,0,50,Agent,24,1,7,1,1,4,699,50,Urban,100
26,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,26,0,6,0,1,99,837,-50,Urban,100
20,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2436,0,0,0,0,Agent,25,1,4,2,3,2,749,-50,Urban,100
37,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,1,0,50,Agent,24,1,6,2,3,6,650,50,Suburban,50
53,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,3,0,3,2,2,99,618,50,Suburban,50
38,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,13,0,8,4,1,99,713,-50,Urban,100
62,1,Single,0,>5 years,0,0,High,0,Full Coverage,0,2150,0,0,0,0,Agent,19,0,5,0,2,99,748,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,7,1,6,0,3,13,746,-50,Suburban,50
39,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,1,50,Online,17,1,5,1,3,6,729,-50,Urban,100
21,0,Widowed,0,<1 year,100,0,Low,0,Liability-Only,-200,2000,1,0,0,50,Online,9,1,5,2,1,1,701,-50,Suburban,50
45,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,22,0,6,1,1,99,768,-50,Suburban,50
53,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,0,1,50,Online,26,0,3,0,2,99,734,-50,Urban,100
33,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2386,0,0,0,0,Online,22,0,7,2,3,99,584,50,Urban,100
18,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2200,0,0,0,0,Online,23,1,4,2,2,6,689,50,Urban,100
42,0,Married,86,>5 years,0,1,High,200,Liability-Only,-200,2186,1,1,0,100,Agent,16,1,4,1,2,8,672,50,Rural,0
46,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,24,1,4,2,2,1,738,-50,Suburban,50
46,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,8,0,5,1,2,99,718,-50,Urban,100
58,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,17,1,3,2,3,13,650,50,Suburban,50
23,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2300,0,1,0,50,Agent,16,1,6,3,2,3,654,50,Urban,100
50,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,5,1,5,3,2,10,835,-50,Rural,0
57,1,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,27,1,4,3,1,9,642,50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,1,0,50,Online,3,0,4,6,2,99,715,-50,Urban,100
44,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,3,1,4,2,1,7,824,-50,Suburban,50
32,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2000,0,1,1,100,Online,14,1,6,0,1,4,718,-50,Suburban,50
38,0,Divorced,0,<1 year,100,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Agent,20,0,5,1,2,99,805,-50,Suburban,50
45,0,Married,86,1-5 years,50,1,High,200,Full Coverage,0,2586,0,0,1,50,Agent,11,1,4,4,1,10,666,50,Urban,100
32,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,1,0,0,50,Online,9,0,10,2,3,99,736,-50,Rural,0
29,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2286,0,0,0,0,Online,22,0,10,2,1,99,705,-50,Urban,100
40,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,22,1,2,0,1,6,745,-50,Urban,100
23,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,20,0,6,2,1,99,689,50,Urban,100
23,0,Married,86,>5 years,0,0,High,0,Liability-Only,-200,2136,1,0,0,50,Online,11,0,3,2,2,99,682,50,Urban,100
50,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1986,0,1,1,100,Online,27,1,7,3,2,6,659,50,Rural,0
22,0,Widowed,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,20,0,5,4,3,99,766,-50,Suburban,50
49,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2436,0,0,0,0,Online,14,0,1,3,1,99,678,50,Suburban,50
46,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Agent,2,1,4,0,3,5,675,50,Urban,100
18,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2336,0,0,0,0,Online,19,0,5,6,2,99,663,50,Urban,100
29,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,30,1,6,0,2,3,627,50,Rural,0
57,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,10,1,4,3,2,5,700,50,Rural,0
25,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2336,0,1,0,50,Online,13,0,3,1,3,99,662,50,Urban,100
33,0,Single,0,>5 years,0,0,High,0,Liability-Only,-200,1950,0,1,0,50,Agent,19,1,5,2,3,5,765,-50,Urban,100
46,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2336,0,0,0,0,Online,20,0,5,1,1,99,833,-50,Suburban,50
51,0,Single,0,>5 years,0,0,High,0,Full Coverage,0,2150,1,0,0,50,Online,28,0,4,3,2,99,700,50,Rural,0
36,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Agent,8,0,5,2,3,99,831,-50,Urban,100
31,0,Divorced,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,21,0,4,1,1,99,744,-50,Urban,100
61,1,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,22,0,3,2,2,99,703,-50,Urban,100
66,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Agent,22,0,2,1,1,99,664,50,Rural,0
54,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2186,0,1,0,50,Referral,28,0,6,2,2,99,732,-50,Rural,0
41,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,16,0,4,2,3,99,718,-50,Rural,0
27,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Online,17,1,3,4,3,14,707,-50,Urban,100
27,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,8,1,8,3,2,6,753,-50,Urban,100
47,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,1986,0,0,1,50,Online,10,0,10,2,1,99,729,-50,Suburban,50
46,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2286,0,0,0,0,Online,17,0,9,1,2,99,735,-50,Rural,0
61,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,1,0,0,50,Agent,8,0,2,2,1,99,662,50,Urban,100
49,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2386,0,0,0,0,Online,30,1,2,0,3,6,651,50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,19,0,3,5,1,99,739,-50,Urban,100
55,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2436,0,0,0,0,Agent,17,0,4,3,1,99,684,50,Urban,100
25,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,22,1,7,0,3,7,673,50,Urban,100
34,0,Widowed,0,>5 years,0,1,High,200,Full Coverage,0,2250,0,1,0,50,Agent,6,0,8,3,3,99,796,-50,Rural,0
43,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Agent,18,1,5,2,2,5,693,50,Urban,100
69,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,1,0,0,50,Online,30,1,7,2,3,5,744,-50,Suburban,50
86,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,5,0,8,4,2,99,729,-50,Urban,100
49,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,1,100,Agent,29,0,7,3,1,99,778,-50,Urban,100
37,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2050,0,1,0,50,Agent,15,1,3,1,1,5,668,50,Urban,100
48,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,21,0,4,5,3,99,708,-50,Suburban,50
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,1,1,0,100,Agent,29,1,7,2,1,6,692,50,Suburban,50
35,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Agent,24,1,2,2,2,4,775,-50,Urban,100
66,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,7,0,4,1,3,99,699,50,Urban,100
43,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,0,0,50,Agent,19,1,2,0,2,6,713,-50,Rural,0
47,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2436,0,0,0,0,Referral,4,1,4,1,2,1,659,50,Suburban,50
49,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Agent,16,0,6,2,2,99,814,-50,Urban,100
46,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Agent,22,0,2,2,1,99,748,-50,Suburban,50
52,0,Single,0,<1 year,100,1,High,200,Full Coverage,0,2500,0,1,0,50,Agent,23,0,8,5,3,99,684,50,Suburban,50
30,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,5,1,1,2,2,6,686,50,Urban,100
31,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,1,1,0,100,Online,6,1,3,4,2,11,669,50,Urban,100
23,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,1900,0,0,1,50,Online,8,0,2,0,3,99,798,-50,Rural,0
46,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Referral,14,1,7,1,1,9,677,50,Urban,100
51,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2150,1,0,0,50,Agent,17,1,2,5,2,2,717,-50,Rural,0
46,0,Widowed,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,1,1,0,100,Online,1,1,4,2,2,8,650,50,Suburban,50
65,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,1,50,Online,12,1,7,3,1,14,675,50,Suburban,50
39,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,0,0,0,0,Agent,2,1,3,3,2,7,729,-50,Rural,0
50,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2086,1,0,0,50,Online,10,0,8,2,2,99,707,-50,Suburban,50
23,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Referral,13,0,3,1,1,99,709,-50,Suburban,50
34,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,1,50,Online,6,1,7,1,3,7,706,-50,Urban,100
50,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,0,0,Agent,14,0,6,3,3,99,702,-50,Suburban,50
52,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,17,1,7,3,1,12,738,-50,Suburban,50
35,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,4,0,4,1,2,99,776,-50,Suburban,50
38,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,23,0,7,6,3,99,671,50,Suburban,50
